source,id,date,year,month,day,lat,lon,unc_m,basis,verification_status,dataset,dataset_key,license,province,locality,remarks,event_remarks,habitat
gbif,4927321593,2024-08-21,2024,8,21,67.13113,20.91565,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4927321783,2024-08-24,2024,8,24,66.65859,18.966,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Njárggavárre, Njárggavárre, Lu lm",,,
gbif,4927322561,2024-08-27,2024,8,27,67.12685,20.92547,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4927323970,2024-08-23,2024,8,23,63.97359,18.82086,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ångermanland,"Käringberget ekopark, Ång",,,
gbif,4927324103,2024-08-26,2024,8,26,67.13523,20.91035,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4927324259,2024-08-27,2024,8,27,61.0955,14.47471,9.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Norra Glypen, Norra Glypen, Dlr",,,
gbif,4927325099,2024-08-26,2024,8,26,66.05224,22.49805,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Småmyrorna, Nb",,,
gbif,4927325269,2024-08-27,2024,8,27,61.26709,15.3355,25.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Lomvikstjärnarna, Lomvikstjärnarna, Dlr",,,
gbif,4927325827,2024-08-27,2024,8,27,67.12752,20.92751,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4927326123,2024-08-19,2024,8,19,66.07487,19.79767,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Kluckbäcken, Lu lm",,,
gbif,4927326486,2024-08-23,2024,8,23,63.97334,18.82102,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ångermanland,"Käringberget ekopark, Ång",,,
gbif,4927326631,2024-08-26,2024,8,26,67.13538,20.90596,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4927329379,2024-08-27,2024,8,27,67.128,20.92916,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4927333193,2024-08-20,2024,8,20,65.96646,19.04089,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Pite lappmark,"Mellanpaula, Pi lm",,,
gbif,4927337320,2024-08-20,2024,8,20,67.83267,20.78603,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Sautusheden, SO, T lm",,,
gbif,4927340367,2024-08-21,2024,8,21,64.26862,20.1859,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Västermark NR, Vb",,,
gbif,4927341414,2024-08-25,2024,8,25,66.61266,19.28612,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Norr om Laddonbäcken, Lu lm",,,
gbif,4927341416,2024-08-22,2024,8,22,66.61412,19.08293,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Laddonäs, Lu lm",,,
gbif,4927341826,2024-08-27,2024,8,27,67.12853,20.91867,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",å,,
gbif,4927346554,2024-08-20,2024,8,20,65.965,19.03503,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Pite lappmark,"Mellanpaula, Pi lm",,,
gbif,4929454306,2024-08-28,2024,8,28,64.67608,20.27835,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929455060,2024-08-28,2024,8,28,64.67764,20.28205,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929455075,2024-08-27,2024,8,27,67.12866,20.92408,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929455077,2024-08-28,2024,8,28,64.67412,20.28021,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929455940,2024-08-27,2024,8,27,67.12914,20.92136,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929456071,2024-08-26,2024,8,26,67.13573,20.91522,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929457354,2024-08-27,2024,8,27,67.12728,20.92727,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929458929,2024-08-31,2024,8,31,65.68374,20.71228,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Flurheden, Nb",,,
gbif,4929460293,2024-08-26,2024,8,26,66.89429,19.70451,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Ågåsgielas, Ågåsgielas, Lu lm",,,
gbif,4929461052,2024-08-31,2024,8,31,65.68546,20.71683,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Flurheden, Nb",,,
gbif,4929462513,2024-08-27,2024,8,27,67.12735,20.9251,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929462546,2024-08-27,2024,8,27,67.12795,20.92,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929462733,2024-08-26,2024,8,26,67.13495,20.90857,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929465829,2024-08-28,2024,8,28,64.67567,20.27849,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929466763,2024-08-29,2024,8,29,62.5996,18.02811,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ångermanland,"Smitingen, Smitingen, Härnön, Ång",,,
gbif,4929466868,2024-08-27,2024,8,27,67.12816,20.92857,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929467773,2024-08-28,2024,8,28,65.53738,22.11003,238.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Kallaxheden, Nb",,,
gbif,4929467805,2024-08-28,2024,8,28,64.67465,20.2812,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929468294,2024-08-31,2024,8,31,65.68443,20.7078,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Flurheden, Nb",,,
gbif,4929468390,2024-08-27,2024,8,27,67.1282,20.91898,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929469909,2024-08-27,2024,8,27,67.1275,20.91746,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929470332,2024-08-27,2024,8,27,67.12442,20.91995,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929471868,2024-08-27,2024,8,27,64.35925,18.6779,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Bredselet NR, tallhed SV Grankåtaselet, Ly lm",,,
gbif,4929472408,2024-08-27,2024,8,27,67.12623,20.9221,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929472568,2024-08-26,2024,8,26,67.13831,20.90863,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929474067,2024-08-27,2024,8,27,67.127,20.91673,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929479702,2024-08-27,2024,8,27,67.12706,20.9276,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929482094,2024-08-27,2024,8,27,67.12677,20.9239,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929482330,2024-08-28,2024,8,28,64.67452,20.2784,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929482477,2024-08-27,2024,8,27,64.36018,18.67798,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Bredselet NR, tallhed SV Grankåtaselet, Ly lm",,,
gbif,4929483553,2024-08-28,2024,8,28,64.67398,20.27949,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929483560,2024-08-28,2024,8,28,64.67573,20.2828,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929484414,2024-08-27,2024,8,27,67.12714,20.91566,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929485207,2024-08-28,2024,8,28,64.67936,20.28157,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burselet, Burselet, Vb",,,
gbif,4929485218,2024-08-27,2024,8,27,67.12733,20.9164,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929485473,2024-08-27,2024,8,27,64.34362,18.69565,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Bredselet NR, brännan, Ly lm",,,
gbif,4929485623,2024-08-27,2024,8,27,67.12475,20.92021,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929488260,2024-08-31,2024,8,31,65.68648,20.71449,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Flurheden, Nb",,,
gbif,4929488325,2024-08-27,2024,8,27,67.128,20.92321,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929489870,2024-08-27,2024,8,27,67.12779,20.91994,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929490673,2024-08-28,2024,8,28,64.67591,20.27822,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929490680,2024-08-28,2024,8,28,64.67395,20.2787,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929490717,2024-08-27,2024,8,27,67.12881,20.92238,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929490837,2024-08-26,2024,8,26,67.13565,20.92104,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929493142,2024-08-27,2024,8,27,67.12774,20.91578,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929493664,2024-08-27,2024,8,27,67.12696,20.92077,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929494090,2024-08-20,2024,8,20,63.88476,20.1743,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Trollberget med omnejd, Kulla, Vb",,,
gbif,4929495141,2024-08-27,2024,8,27,64.36156,18.67421,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Bredselet NR, tallhed SV Grankåtaselet, Ly lm",,,
gbif,4929496233,2024-08-27,2024,8,27,67.12611,20.92211,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929496580,2024-08-27,2024,8,27,67.12904,20.91918,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929496738,2024-08-27,2024,8,27,64.35921,18.67665,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Bredselet NR, tallhed SV Grankåtaselet, Ly lm",,,
gbif,4929497721,2024-08-29,2024,8,29,62.5996,18.02811,1.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ångermanland,"Smitingen, Smitingen, Härnön, Ång",,,
gbif,4929497917,2024-08-29,2024,8,29,61.05374,14.4719,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Bonäsheden, Dlr",,,
gbif,4929498247,2024-08-28,2024,8,28,64.67576,20.27816,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929499468,2024-08-26,2024,8,26,66.89303,19.70476,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Ågåsgielas, Ågåsgielas, Lu lm",,,
gbif,4929499625,2024-08-27,2024,8,27,67.12731,20.91574,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929500493,2024-08-27,2024,8,27,67.12463,20.91497,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929501374,2024-08-31,2024,8,31,61.93957,14.14255,20.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Härjedalen,"Låddhedarna, Låddhedarna, Hjd",,,
gbif,4929501507,2024-08-31,2024,8,31,65.68653,20.71678,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Flurheden, Nb",,,
gbif,4929502142,2024-08-27,2024,8,27,67.12843,20.92429,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929502914,2024-08-27,2024,8,27,64.343,18.69399,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Bredselet NR, brännan, Ly lm",,,
gbif,4929503061,2024-08-27,2024,8,27,67.12643,20.92708,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929504087,2024-08-29,2024,8,29,61.052,14.46966,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Bonäsheden, väster om Frostkitt, Dlr",,,
gbif,4929506186,2024-08-28,2024,8,28,64.67895,20.2802,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burselet, Burselet, Vb",,,
gbif,4929508004,2024-08-28,2024,8,28,64.67403,20.28212,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Burseldalen, Burseldalen, Vb",,,
gbif,4929508031,2024-08-27,2024,8,27,67.1284,20.92365,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929509037,2024-08-27,2024,8,27,67.12631,20.92553,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929510980,2024-08-27,2024,8,27,67.12572,20.9133,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929511516,2024-08-27,2024,8,27,67.12836,20.92493,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929511537,2024-08-27,2024,8,27,67.12759,20.92072,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929511675,2024-08-27,2024,8,27,64.34153,18.69926,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Bredselet NR, brännan, Ly lm",,,
gbif,4929511741,2024-08-26,2024,8,26,67.13435,20.91178,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929512755,2024-08-27,2024,8,27,67.1293,20.921,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
gbif,4929512914,2024-08-26,2024,8,26,67.1349,20.91148,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nietsavaara, Lu lm",,,
